"","day","interval","popNo","temp","pop1","pop2","gen","n","size","surv","growth","carryingeggs","offspringproduced","clutchsize","sizeoff","clone","sexoff","sex","country","countryBin"
"1",7,3,"2",14,2,NA,"N1",12,1.9,1,0.203,0,NA,NA,NA,"2",NA,"f","N",0
"2",7,3,"2",14,2,NA,"N1",12,1.7,1,0.224,0,NA,NA,NA,"2",NA,"f","N",0
"3",7,3,"4",14,4,NA,"N2",10,1.65,1,0.151,0,NA,NA,NA,"4",NA,"f","N",0
"4",7,3,"4",14,4,NA,"N2",10,1.25,1,0.306,0,NA,NA,NA,"4",NA,"f","N",0
"5",7,3,"5",14,5,NA,"N2",13,1.6,1,0.156,0,NA,NA,NA,"5",NA,"f","N",0
"6",7,3,"5",14,5,NA,"N2",13,1.8,1,0.01,0,NA,NA,NA,"5",NA,"f","N",0
"7",7,3,"6",14,6,NA,"N2",12,1.8,1,0.191,0,NA,NA,NA,"6",NA,"f","N",0
"8",7,3,"6",14,6,NA,"N2",12,1.9,1,0.192,0,NA,NA,NA,"6",NA,"f","N",0
"9",7,3,"7",14,7,NA,"B1",18,1.59,1,0.169,0,NA,NA,NA,"7",NA,"f","B",1
"10",7,3,"7",14,7,NA,"B1",18,1.49,1,0.147,0,NA,NA,NA,"7",NA,"f","B",1
"11",7,3,"9",14,9,NA,"B1",11,1.49,1,0.147,0,NA,NA,NA,"9",NA,"f","B",1
"12",7,3,"9",14,9,NA,"B1",11,1.22,1,0.305,0,NA,NA,NA,"9",NA,"f","B",1
"13",7,3,"11",14,11,NA,"B2",12,1.76,1,0.113,0,NA,NA,NA,"11",NA,"f","B",1
"14",7,3,"11",14,11,NA,"B2",12,1.8,1,0.158,0,NA,NA,NA,"11",NA,"f","B",1
"15",7,3,"12",14,12,NA,"B2",14,1.83,1,0.158,0,NA,NA,NA,"12",NA,"f","B",1
"16",7,3,"12",14,12,NA,"B2",14,1.8,1,0.181,0,NA,NA,NA,"12",NA,"f","B",1
"17",7,3,"16",18,4,NA,"N2",12,1.83,1,0.181,0,NA,NA,NA,"4",NA,"f","N",0
"18",7,3,"16",18,4,NA,"N2",12,2,1,0.158,0,NA,NA,NA,"4",NA,"f","N",0
"19",7,3,"21",18,9,NA,"B1",13,2.14,1,0.169,0,NA,NA,NA,"9",NA,"f","B",1
"20",7,3,"21",18,9,NA,"B1",13,1.83,NA,NA,0,NA,NA,NA,"9",NA,"f","B",1
"21",7,3,"22",18,10,NA,"B2",12,2.44,1,0.181,0,NA,NA,NA,"10",NA,"f","B",1
"22",7,3,"22",18,10,NA,"B2",12,2.37,1,0.181,0,NA,NA,NA,"10",NA,"f","B",1
"23",7,3,"25",18,1,2,"N1",10,2.64,1,0,1,1,10,0.71,NA,"f","f","N",0
"24",7,3,"25",18,1,2,"N1",10,2.24,1,0.181,0,NA,NA,NA,NA,NA,"f","N",0
"25",7,3,"26",18,1,4,NA,13,2,1,0.158,0,NA,NA,NA,NA,NA,"f","N",0
"26",7,3,"26",18,1,4,NA,13,2,1,0.181,0,NA,NA,NA,NA,NA,"f","N",0
"27",7,3,"27",18,1,7,NA,12,1.56,1,0.35,0,NA,NA,NA,NA,NA,"f",NA,NA
"28",7,3,"27",18,1,7,NA,12,1.66,1,0.35,0,NA,NA,NA,NA,NA,"f",NA,NA
"29",7,3,"29",18,2,6,NA,16,2.58,1,0.169,1,0,NA,NA,NA,NA,"f","N",0
"30",7,3,"29",18,2,6,NA,16,2.2,1,0.169,0,NA,NA,NA,NA,NA,"f","N",0
"31",7,3,"30",18,2,9,NA,13,2.14,1,0.169,0,NA,NA,NA,NA,NA,"f",NA,NA
"32",7,3,"30",18,2,9,NA,13,1.69,1,0.339,0,NA,NA,NA,NA,NA,"f",NA,NA
"33",7,3,"31",18,2,12,NA,12,2.58,1,0.011,1,0,NA,NA,NA,NA,"f",NA,NA
"34",7,3,"31",18,2,12,NA,12,2.03,1,0.181,0,NA,NA,NA,NA,NA,"f",NA,NA
"35",7,3,"34",18,3,11,NA,13,2.34,1,0.158,0,NA,NA,NA,NA,NA,"f",NA,NA
"36",7,3,"34",18,3,11,NA,13,2.31,1,0.158,0,NA,NA,NA,NA,NA,"f",NA,NA
"37",7,3,"35",18,4,5,"N2",16,1.76,1,0.192,0,NA,NA,NA,NA,NA,"f","N",0
"38",7,3,"35",18,4,5,"N2",16,1.69,1,0.294,0,NA,NA,NA,NA,NA,"f","N",0
"39",7,3,"36",18,4,7,NA,13,1.49,1,0.395,0,NA,NA,NA,NA,NA,"f",NA,NA
"40",7,3,"36",18,4,7,NA,13,1.49,1,0.395,0,NA,NA,NA,NA,NA,"f",NA,NA
"41",7,3,"38",18,5,9,NA,12,1.59,0,NA,0,NA,NA,NA,NA,NA,"f",NA,NA
"42",7,3,"38",18,5,9,NA,12,1.69,1,0.339,0,NA,NA,NA,NA,NA,"f",NA,NA
"43",7,3,"39",18,5,12,NA,12,1.97,1,0.215,0,NA,NA,NA,NA,NA,"f",NA,NA
"44",7,3,"39",18,5,12,NA,12,1.83,1,0.203,0,NA,NA,NA,NA,NA,"f",NA,NA
"45",7,3,"41",18,6,11,NA,12,2.27,1,0.181,0,NA,NA,NA,NA,NA,"f",NA,NA
"46",7,3,"41",18,6,11,NA,12,2.31,1,0.181,0,NA,NA,NA,NA,NA,"f",NA,NA
"47",7,3,"42",18,7,8,"B1",13,2.14,1,0.158,0,NA,NA,NA,NA,NA,"f","B",1
"48",7,3,"42",18,7,8,"B1",13,2.14,1,0.192,0,NA,NA,NA,NA,NA,"f","B",1
"49",7,3,"44",18,8,12,NA,12,2.51,1,0.147,1,0,NA,NA,NA,NA,"f","B",1
"50",7,3,"44",18,8,12,NA,12,1.73,1,0.169,0,NA,NA,NA,NA,NA,"f","B",1
"51",7,3,"45",18,9,11,NA,15,2.34,1,0.158,0,NA,NA,NA,NA,NA,"f","B",1
"52",7,3,"45",18,9,11,NA,15,2.2,1,0.169,0,NA,NA,NA,NA,NA,"f","B",1
"53",7,3,"46",18,10,11,"B2",19,2.47,1,0.169,0,NA,NA,NA,NA,NA,"f","B",1
"54",7,3,"46",18,10,11,"B2",19,2.51,1,0.192,0,NA,NA,NA,NA,NA,"f","B",1
"55",7,3,"51",22,5,NA,"N2",13,1.97,1,0.102,0,NA,NA,NA,"5",NA,"f","N",0
"56",7,3,"51",22,5,NA,"N2",13,2.03,0,NA,0,NA,NA,NA,"5",NA,"f","N",0
"57",7,3,"52",22,6,NA,"N2",12,2.61,1,0.09,1,1,14,0.81,"6","f","f","N",0
"58",7,3,"52",22,6,NA,"N2",12,2.81,1,0.079,1,1,10,0.85,"6","f","f","N",0
"59",7,3,"53",22,7,NA,"B1",11,2,1,0.237,0,1,7,0.71,"7","f","f","B",1
"60",7,3,"53",22,7,NA,"B1",11,2,1,0.215,0,1,7,0.71,"7","f","f","B",1
"61",7,3,"55",22,9,NA,"B1",12,2.58,1,0.102,1,1,16,0.75,"9","f","f","B",1
"62",7,3,"55",22,9,NA,"B1",12,1.83,1,0.237,0,1,5,0.71,"9","f","f","B",1
"63",7,3,"59",22,1,3,"N1",15,2.68,1,0.079,1,1,9,0.81,NA,"f","f","N",0
"64",7,3,"59",22,1,3,"N1",15,2.47,1,0.147,1,1,9,1.25,NA,"f","f","N",0
"65",7,3,"62",22,1,11,NA,14,2.71,1,0.147,1,1,9,0.81,NA,"m","f",NA,NA
"66",7,3,"62",22,1,11,NA,14,2.61,1,0.079,1,1,6,0.78,NA,"m","f",NA,NA
"67",7,3,"64",22,2,7,NA,12,2.03,1,0.158,0,NA,NA,NA,NA,NA,"f",NA,NA
"68",7,3,"64",22,2,7,NA,12,2.1,1,0.136,0,NA,NA,NA,NA,NA,"f",NA,NA
"69",7,3,"66",22,3,6,NA,12,2.95,1,0.068,1,1,16,0.95,NA,"f","f","N",0
"70",7,3,"66",22,3,6,NA,12,2.31,1,0.158,1,1,7,1.19,NA,"f","f","N",0
"71",7,3,"69",22,4,6,"N2",11,2.37,1,0.136,1,1,4,0.85,NA,"f","f","N",0
"72",7,3,"69",22,4,6,"N2",11,2.75,1,0.09,1,1,14,0.85,NA,"f","f","N",0
"73",7,3,"72",22,5,7,NA,12,2.71,1,0.079,1,1,13,0.88,NA,"f","f",NA,NA
"74",7,3,"72",22,5,7,NA,12,2.24,1,0.124,1,1,6,0.88,NA,"f","f",NA,NA
"75",7,3,"73",22,5,10,NA,12,2.68,1,0.158,1,1,9,0.98,NA,"f","f",NA,NA
"76",7,3,"73",22,5,10,NA,12,2.41,1,0.113,1,1,7,0.75,NA,"f","f",NA,NA
"77",7,3,"77",22,7,11,NA,12,2.68,1,0.102,1,1,13,0.71,NA,"f","f","B",1
"78",7,3,"77",22,7,11,NA,12,2.54,1,0.09,1,1,11,0.71,NA,"f","f","B",1
"79",7,3,"79",22,9,12,NA,12,2.51,1,0.147,1,1,8,0.71,NA,"f","f","B",1
"80",7,3,"79",22,9,12,NA,12,2.71,1,0.113,1,1,8,1.02,NA,"f","f","B",1
"81",7,3,"80",22,10,12,"B2",12,2.68,1,0.102,1,1,11,0.75,NA,"f","f","B",1
"82",7,3,"80",22,10,12,"B2",12,2.54,1,0.102,1,1,9,0.75,NA,"f","f","B",1
"83",7,3,"81",26,1,NA,"N1",12,2.47,1,0.056,1,1,4,1.22,"1","f","f","N",0
"84",7,3,"81",26,1,NA,"N1",12,2.51,1,0.068,1,0,NA,NA,"1",NA,"f","N",0
"85",7,3,"82",26,2,NA,"N1",14,2.47,1,0.045,1,1,6,1.05,"2","f","f","N",0
"86",7,3,"82",26,2,NA,"N1",14,0.68,1,0.192,0,NA,NA,NA,"2",NA,"f","N",0
"87",7,3,"83",26,3,NA,"N1",13,0.71,1,0.113,0,NA,NA,NA,"3",NA,"f","N",0
"88",7,3,"83",26,3,NA,"N1",13,2.64,1,0.079,1,1,7,0.98,"3","f","f","N",0
"89",7,3,"85",26,5,NA,"N2",11,2.31,1,0.079,1,1,13,1.22,"5","f","f","N",0
"90",7,3,"85",26,5,NA,"N2",11,0.64,1,0.124,0,NA,NA,NA,"5",NA,"f","N",0
"91",7,3,"86",26,6,NA,"N2",8,2.54,1,0.056,1,1,16,1.19,"6","f","f","N",0
"92",7,3,"86",26,6,NA,"N2",8,2.64,1,0.068,1,1,26,1.05,"6","f","f","N",0
"93",7,3,"88",26,8,NA,"B1",11,2.34,1,0.09,1,1,15,1.22,"8","f","f","B",1
"94",7,3,"88",26,8,NA,"B1",11,2.27,1,0.203,0,NA,NA,NA,"8",NA,"f","B",1
"95",7,3,"90",26,10,NA,"B2",11,2.68,1,0.079,1,1,10,1.02,"10","f","f","B",1
"96",7,3,"90",26,10,NA,"B2",11,2.58,1,0.136,1,1,18,1.29,"10","f","f","B",1
"97",7,3,"92",26,12,NA,"B2",12,2.61,1,0.079,1,1,18,1.25,"12","f","f","B",1
"98",7,3,"92",26,12,NA,"B2",12,2.54,1,0.113,1,1,16,1.19,"12","f","f","B",1
"99",7,3,"96",26,2,3,"N1",13,2.68,1,0.034,1,1,9,1.22,NA,"f","f","N",0
"100",7,3,"96",26,2,3,"N1",13,2.51,1,0.181,1,1,9,0.85,NA,"f","f","N",0
"101",7,3,"99",26,2,11,NA,8,2.44,1,0.181,1,1,22,1.49,NA,"f","f",NA,NA
"102",7,3,"99",26,2,11,NA,8,2.47,1,0.102,1,1,6,0.71,NA,"f","f",NA,NA
"103",7,3,"101",26,3,7,NA,10,2.03,1,0.181,1,1,8,1.32,NA,"f","f",NA,NA
"104",7,3,"101",26,3,7,NA,10,2.37,1,0.124,0,1,8,0.78,NA,"m","f",NA,NA
"105",7,3,"104",26,4,12,NA,12,2.51,1,0.068,1,1,9,0.78,NA,"f","f",NA,NA
"106",7,3,"104",26,4,12,NA,12,2.27,1,0.056,1,1,8,0.78,NA,"f","f",NA,NA
"107",7,3,"106",26,5,8,NA,11,2.17,0,NA,0,NA,NA,NA,NA,NA,"f",NA,NA
"108",7,3,"106",26,5,8,NA,11,2.07,1,0.226,0,NA,NA,NA,NA,NA,"f",NA,NA
"109",7,3,"108",26,6,7,NA,11,2.44,1,0.102,1,1,23,1.19,NA,"f","f",NA,NA
"110",7,3,"108",26,6,7,NA,11,2.51,1,0.102,1,1,17,1.05,NA,"f","f",NA,NA
"111",7,3,"110",26,7,12,NA,10,2.68,1,0.136,1,1,21,1.29,NA,"f","f","B",1
"112",7,3,"110",26,7,12,NA,10,2.37,1,0.079,1,1,18,1.15,NA,"f","f","B",1
"113",7,3,"113",26,9,10,NA,12,2.47,1,0.192,1,1,23,1.53,NA,"f","f","B",1
"114",7,3,"113",26,9,10,NA,12,2.31,1,0.079,1,1,7,0.92,NA,"f","f","B",1
"115",8,3,"1",14,1,NA,"N1",13,2.27,1,0.203,0,NA,NA,NA,"1",NA,"f","N",0
"116",8,3,"1",14,1,NA,"N1",13,2.54,1,-0.023,0,NA,NA,NA,"1",NA,"f","N",0
"117",8,3,"3",14,3,NA,"N1",12,1.93,1,0.181,0,NA,NA,NA,"3",NA,"f","N",0
"118",8,3,"3",14,3,NA,"N1",12,1.8,1,0.203,0,NA,NA,NA,"3",NA,"f","N",0
"119",8,3,"8",14,8,NA,"B1",12,2.1,1,0.136,0,NA,NA,NA,"8",NA,"f","B",1
"120",8,3,"8",14,8,NA,"B1",12,1.59,1,0.158,0,NA,NA,NA,"8",NA,"f","B",1
"121",8,3,"10",14,10,NA,"B2",12,1.97,1,0.226,0,NA,NA,NA,"10",NA,"f","B",1
"122",8,3,"10",14,10,NA,"B2",12,1.9,1,0.158,0,NA,NA,NA,"10",NA,"f","B",1
"123",8,3,"13",18,1,NA,"N1",16,2.71,1,0,1,1,11,0.75,"1","m","f","N",0
"124",8,3,"13",18,1,NA,"N1",16,2.51,1,0.124,1,1,5,0.81,"1","f","f","N",0
"125",8,3,"14",18,2,NA,"N1",10,2.27,1,0.136,1,1,4,0.85,"2","f","f","N",0
"126",8,3,"14",18,2,NA,"N1",10,2.2,1,0.136,1,1,4,0.75,"2","f","f","N",0
"127",8,3,"15",18,3,NA,"N1",10,2.31,1,0.136,1,1,9,0.85,"3","f","f","N",0
"128",8,3,"15",18,3,NA,"N1",10,2.27,1,0.147,1,1,5,0.92,"3","f","f","N",0
"129",8,3,"17",18,5,NA,"N2",12,2.07,1,0.147,1,1,2,0.71,"5","f","f","N",0
"130",8,3,"17",18,5,NA,"N2",12,2.1,1,0.113,1,1,3,0.75,"5","f","f","N",0
"131",8,3,"18",18,6,NA,"N2",12,2.81,1,0.102,1,1,17,0.64,"6","f","f","N",0
"132",8,3,"18",18,6,NA,"N2",12,2.27,1,0.147,0,NA,NA,NA,"6",NA,"f","N",0
"133",8,3,"19",18,7,NA,"B1",10,2,1,0.158,0,NA,NA,NA,"7",NA,"f","B",1
"134",8,3,"19",18,7,NA,"B1",10,2.24,1,0,1,1,6,0.75,"7","f","f","B",1
"135",8,3,"20",18,8,NA,"B1",17,2.71,1,0.023,1,1,12,0.78,"8","f","f","B",1
"136",8,3,"20",18,8,NA,"B1",17,2.54,1,0.102,1,1,11,0.78,"8","f","f","B",1
"137",8,3,"23",18,11,NA,"B2",14,2.03,1,0.249,0,NA,NA,NA,"11",NA,"f","B",1
"138",8,3,"23",18,11,NA,"B2",14,2.03,1,0.226,0,NA,NA,NA,"11",NA,"f","B",1
"139",8,3,"24",18,12,NA,"B2",13,2.68,1,0,1,0,NA,NA,"12",NA,"f","B",1
"140",8,3,"24",18,12,NA,"B2",13,2.54,1,0.147,1,1,8,0.75,"12","f","f","B",1
"141",8,3,"28",18,1,10,NA,12,2.61,1,0.169,1,1,12,0.88,NA,"f","f",NA,NA
"142",8,3,"28",18,1,10,NA,12,2.31,1,0.169,0,NA,NA,NA,NA,NA,"f",NA,NA
"143",8,3,"32",18,3,5,NA,12,2.34,1,0.09,1,1,6,0.92,NA,"f","f","N",0
"144",8,3,"32",18,3,5,NA,12,2.1,1,0.147,0,NA,NA,NA,NA,NA,"f","N",0
"145",8,3,"33",18,3,8,NA,13,2.81,1,-0.045,1,0,NA,NA,NA,NA,"f",NA,NA
"146",8,3,"33",18,3,8,NA,13,2.34,1,0.124,0,NA,NA,NA,NA,NA,"f",NA,NA
"147",8,3,"37",18,4,10,NA,11,2.71,1,0.169,1,1,9,1.02,NA,"f","f",NA,NA
"148",8,3,"37",18,4,10,NA,11,2,1,0.079,NA,NA,NA,NA,NA,NA,"m",NA,NA
"149",8,3,"40",18,6,8,NA,23,2.44,1,0.124,0,NA,NA,NA,NA,NA,"f",NA,NA
"150",8,3,"40",18,6,8,NA,23,2.75,1,0.136,1,1,12,0.71,NA,"f","f",NA,NA
"151",8,3,"43",18,7,10,NA,12,3.02,1,0.124,1,1,11,0.78,NA,"f","f","B",1
"152",8,3,"43",18,7,10,NA,12,2.24,1,0.136,0,NA,NA,NA,NA,NA,"f","B",1
"153",8,3,"47",22,1,NA,"N1",18,2.71,1,0.056,1,1,9,0.95,"1","m","f","N",0
"154",8,3,"47",22,1,NA,"N1",18,2.64,1,0.079,1,1,7,1.02,"1","m","f","N",0
"155",8,3,"48",22,2,NA,"N1",12,0.68,1,0.249,0,NA,NA,NA,"2",NA,"f","N",0
"156",8,3,"48",22,2,NA,"N1",12,2.51,1,0.124,1,1,6,0.71,"2","f","f","N",0
"157",8,3,"49",22,3,NA,"N1",13,2.81,1,0.068,1,1,10,0.88,"3","f","f","N",0
"158",8,3,"49",22,3,NA,"N1",13,2.2,1,0.215,1,1,14,0.78,"3","f","f","N",0
"159",8,3,"50",22,4,NA,"N2",11,2.37,1,0.136,1,1,8,1.05,"4","f","f","N",0
"160",8,3,"50",22,4,NA,"N2",11,2.64,1,0.113,1,1,13,0.88,"4","f","f","N",0
"161",8,3,"54",22,8,NA,"B1",20,2.68,1,0.068,1,1,12,0.98,"8","f","f","B",1
"162",8,3,"54",22,8,NA,"B1",20,2.41,1,0.09,1,1,9,0.98,"8","f","f","B",1
"163",8,3,"56",22,10,NA,"B2",12,2.92,1,0.079,1,1,15,1.05,"10","f","f","B",1
"164",8,3,"56",22,10,NA,"B2",12,2.71,1,0.09,1,1,11,1.05,"10","f","f","B",1
"165",8,3,"57",22,11,NA,"B2",9,2.54,1,0.147,1,1,3,1.05,"11","f","f","B",1
"166",8,3,"57",22,11,NA,"B2",9,2.64,1,0.102,0,NA,NA,NA,"11",NA,"f","B",1
"167",8,3,"58",22,12,NA,"B2",12,2.51,1,0.045,1,1,9,1.22,"12","f","f","B",1
"168",8,3,"58",22,12,NA,"B2",12,2.58,1,0.023,1,1,6,1.19,"12","f","f","B",1
"169",8,3,"60",22,1,5,NA,20,2.27,1,0.102,0,NA,NA,NA,NA,NA,"f","N",0
"170",8,3,"60",22,1,5,NA,20,2.34,1,0.136,1,1,5,0.75,NA,"f","f","N",0
"171",8,3,"61",22,1,8,NA,12,2.31,1,0.136,0,NA,NA,NA,NA,NA,"f",NA,NA
"172",8,3,"61",22,1,8,NA,12,2.54,1,0.09,1,1,5,0.68,NA,"m","f",NA,NA
"173",8,3,"63",22,2,4,NA,12,2.68,1,0.079,1,1,8,0.85,NA,"f","f","N",0
"174",8,3,"63",22,2,4,NA,12,2.51,1,0.056,1,1,8,1.15,NA,"f","f","N",0
"175",8,3,"65",22,2,10,NA,12,2.41,1,0.124,1,1,7,0.64,NA,"f","f",NA,NA
"176",8,3,"65",22,2,10,NA,12,2.85,1,0.079,1,1,12,0.95,NA,"f","f",NA,NA
"177",8,3,"67",22,3,9,NA,12,2.2,1,0.215,0,1,10,0.78,NA,"f","f",NA,NA
"178",8,3,"67",22,3,9,NA,12,2.58,1,0.102,1,1,11,0.78,NA,"f","f",NA,NA
"179",8,3,"68",22,3,12,NA,13,2.24,1,0.203,0,1,11,0.75,NA,"m","f",NA,NA
"180",8,3,"68",22,3,12,NA,13,2.64,1,0.102,1,1,8,0.98,NA,"f","f",NA,NA
"181",8,3,"70",22,4,8,NA,15,2.44,1,0.09,1,1,9,0.71,NA,"f","f",NA,NA
"182",8,3,"70",22,4,8,NA,15,2.37,1,0.124,0,NA,NA,NA,NA,NA,"f",NA,NA
"183",8,3,"71",22,4,11,NA,10,2.51,1,0.147,1,1,2,1.29,NA,"f","f",NA,NA
"184",8,3,"71",22,4,11,NA,10,2.58,1,0.169,1,1,27,1.29,NA,"f","f",NA,NA
"185",8,3,"74",22,6,9,NA,12,2.81,1,0.079,1,1,18,0.81,NA,"f","f",NA,NA
"186",8,3,"74",22,6,9,NA,12,2.51,1,0.102,1,1,12,1.08,NA,"f","f",NA,NA
"187",8,3,"75",22,6,12,NA,11,2.51,1,0.113,1,1,18,1.02,NA,"f","f",NA,NA
"188",8,3,"75",22,6,12,NA,11,2.51,1,0.113,1,1,8,1.15,NA,"f","f",NA,NA
"189",8,3,"76",22,7,9,"B1",10,2.54,1,0.056,1,1,8,0.92,NA,"f","f","B",1
"190",8,3,"76",22,7,9,"B1",10,2.47,1,0.09,1,1,10,0.88,NA,"f","f","B",1
"191",8,3,"78",22,8,10,NA,12,2.61,1,0.113,1,1,11,0.98,NA,"f","f","B",1
"192",8,3,"78",22,8,10,NA,12,2.71,1,0.079,1,1,10,0.75,NA,"f","f","B",1
"193",8,3,"84",26,4,NA,"N2",9,0.68,1,0.147,0,NA,NA,NA,"4",NA,"f","N",0
"194",8,3,"84",26,4,NA,"N2",9,2.61,1,0.068,1,1,14,0.75,"4","f","f","N",0
"195",8,3,"87",26,7,NA,"B1",20,0.64,NA,NA,0,NA,NA,NA,"7",NA,"f","B",1
"196",8,3,"87",26,7,NA,"B1",20,2.68,1,0.045,1,1,8,0.98,"7","f","f","B",1
"197",8,3,"89",26,9,NA,"B1",40,0.88,1,0.429,0,NA,NA,NA,"9",NA,"f","B",1
"198",8,3,"89",26,9,NA,"B1",40,2.54,1,0.068,1,1,14,1.05,"9","f","f","B",1
"199",8,3,"91",26,11,NA,"B2",3,0.95,1,0.35,0,NA,NA,NA,"11",NA,"f","B",1
"200",8,3,"91",26,11,NA,"B2",3,3.05,1,0.102,1,1,21,0.88,"11","f","f","B",1
"201",8,3,"93",26,1,6,NA,25,2.64,NA,NA,1,NA,NA,NA,NA,NA,"f","N",0
"202",8,3,"93",26,1,6,NA,25,2.64,1,0.056,1,1,10,1.32,NA,"f","f","N",0
"203",8,3,"94",26,1,9,NA,16,2.51,1,0.068,1,1,10,1.12,NA,"f","f",NA,NA
"204",8,3,"94",26,1,9,NA,16,2.34,1,0.136,0,1,6,0.81,NA,"f","f",NA,NA
"205",8,3,"95",26,1,12,NA,31,2.85,1,0.079,1,1,15,1.05,NA,"f","f",NA,NA
"206",8,3,"95",26,1,12,NA,31,0.75,1,0.429,0,NA,NA,NA,NA,NA,"f",NA,NA
"207",8,3,"97",26,2,5,NA,18,2.47,1,0.034,1,1,5,1.05,NA,"f","f","N",0
"208",8,3,"97",26,2,5,NA,18,0.81,1,0.079,0,NA,NA,NA,NA,NA,"f","N",0
"209",8,3,"98",26,2,8,NA,13,2.44,1,0.011,1,1,9,1.12,NA,"f","f",NA,NA
"210",8,3,"98",26,2,8,NA,13,2.24,1,0.079,0,NA,NA,NA,NA,NA,"f",NA,NA
"211",8,3,"100",26,3,4,NA,12,2.41,1,0.113,1,1,5,1.02,NA,"f","f","N",0
"212",8,3,"100",26,3,4,NA,12,2.37,1,0.169,1,1,18,1.02,NA,"f","f","N",0
"213",8,3,"102",26,3,10,NA,52,2.88,1,0.079,1,1,15,1.05,NA,"f","f",NA,NA
"214",8,3,"102",26,3,10,NA,52,0.95,1,0.362,0,NA,NA,NA,NA,NA,"f",NA,NA
"215",8,3,"103",26,4,9,NA,9,2.47,1,0.09,1,1,22,0.85,NA,"f","f",NA,NA
"216",8,3,"103",26,4,9,NA,9,2.37,1,0.169,1,1,25,0.81,NA,"f","f",NA,NA
"217",8,3,"105",26,5,6,"N2",32,0.92,1,0.305,0,NA,NA,NA,NA,NA,"f","N",0
"218",8,3,"105",26,5,6,"N2",32,2.71,1,0.068,1,1,8,0.88,NA,"f","f","N",0
"219",8,3,"107",26,5,11,NA,7,2.75,1,0.09,1,1,9,0.92,NA,"f","f",NA,NA
"220",8,3,"107",26,5,11,NA,7,2.68,1,0.203,1,1,38,1.15,NA,"f","f",NA,NA
"221",8,3,"109",26,6,10,NA,35,0.88,1,0.395,0,NA,NA,NA,NA,NA,"f",NA,NA
"222",8,3,"109",26,6,10,NA,35,2.81,1,0.034,1,1,16,0.98,NA,"f","f",NA,NA
"223",8,3,"111",26,8,9,"B1",11,2.58,1,-0.023,1,1,17,1.12,NA,"f","f","B",1
"224",8,3,"111",26,8,9,"B1",11,2.51,1,0.068,1,1,10,1.19,NA,"f","f","B",1
"225",8,3,"112",26,8,11,NA,9,2.81,1,0.147,1,1,27,1.22,NA,"f","f","B",1
"226",8,3,"112",26,8,11,NA,9,2.41,1,0.068,1,1,8,1.05,NA,"f","f","B",1
"227",8,3,"114",26,11,12,"B2",10,2.68,1,0.113,1,1,29,1.25,NA,"f","f","B",1
"228",8,3,"114",26,11,12,"B2",10,2.64,1,0.113,1,1,29,1.22,NA,"f","f","B",1
"229",10,4,"2",14,2,NA,"N1",25,2.61,1,0,1,0,NA,NA,"2",NA,"f","N",0
"230",10,4,"2",14,2,NA,"N1",25,2.41,1,0,1,0,NA,NA,"2",NA,"f","N",0
"231",10,4,"4",14,4,NA,"N2",11,2.2,1,0.136,0,NA,NA,NA,"4",NA,"f","N",0
"232",10,4,"4",14,4,NA,"N2",11,2.1,1,0.136,0,NA,NA,NA,"4",NA,"f","N",0
"233",10,4,"5",14,5,NA,"N2",20,2.03,1,0.093,0,NA,NA,NA,"5",NA,"f","N",0
"234",10,4,"5",14,5,NA,"N2",20,2.31,1,0,1,0,NA,NA,"5",NA,"f","N",0
"235",10,4,"6",14,6,NA,"N2",15,2.51,1,0,1,0,NA,NA,"6",NA,"f","N",0
"236",10,4,"6",14,6,NA,"N2",15,2.41,1,0.153,1,1,8,0.71,"6","f","f","N",0
"237",10,4,"7",14,7,NA,"B1",10,2.14,1,0.119,0,NA,NA,NA,"7",NA,"f","B",1
"238",10,4,"7",14,7,NA,"B1",10,2.2,1,0.093,0,NA,NA,NA,"7",NA,"f","B",1
"239",10,4,"9",14,9,NA,"B1",12,2,1,0.102,0,NA,NA,NA,"9",NA,"f","B",1
"240",10,4,"9",14,9,NA,"B1",12,1.56,1,0.237,0,NA,NA,NA,"9",NA,"f","B",1
"241",10,4,"11",14,11,NA,"B2",12,2.2,1,0.127,0,NA,NA,NA,"11",NA,"f","B",1
"242",10,4,"11",14,11,NA,"B2",12,2.14,1,0.136,1,0,NA,NA,"11",NA,"f","B",1
"243",10,4,"12",14,12,NA,"B2",34,1.9,1,0.102,0,NA,NA,NA,"12",NA,"f","B",1
"244",10,4,"12",14,12,NA,"B2",34,2.07,1,0.161,0,NA,NA,NA,"12",NA,"f","B",1
"245",10,4,"16",18,4,NA,"N2",11,2.41,1,0.093,1,1,9,0.78,"4","f","f","N",0
"246",10,4,"16",18,4,NA,"N2",11,2.64,1,0.068,1,1,13,0.75,"4","f","f","N",0
"247",10,4,"21",18,9,NA,"B1",11,2.31,1,0.068,1,1,8,0.95,"9","f","f","B",1
"248",10,4,"21",18,9,NA,"B1",11,2.58,1,0.102,1,1,12,0.95,"9","f","f","B",1
"249",10,4,"22",18,10,NA,"B2",36,2.95,1,0.102,1,1,13,1.05,"10","f","f","B",1
"250",10,4,"22",18,10,NA,"B2",36,2.88,1,0.105,1,1,15,1.22,"10","f","f","B",1
"251",10,4,"25",18,1,2,"N1",10,3.05,1,0.059,1,1,25,0.75,NA,"f","f","N",0
"252",10,4,"25",18,1,2,"N1",10,2.88,1,0.042,1,1,10,0.85,NA,"f","f","N",0
