"","day","interval","popNo","temp","pop1","pop2","gen","n","size","surv","growth","carryingeggs","offspringproduced","clutchsize","sizeoff","clone","sexoff","sex","country","countryBin"
"1255",25,4,"1",14,1,NA,"N1",237,1.76,1,0.085,0,NA,NA,NA,"1",NA,"f","N",0
"1256",25,4,"1",14,1,NA,"N1",237,3.22,1,-0.017,0,NA,NA,NA,"1",NA,"f","N",0
"1257",25,4,"3",14,3,NA,"N1",279,1.32,1,0.051,0,NA,NA,NA,"3",NA,"f","N",0
"1258",25,4,"3",14,3,NA,"N1",279,2.27,1,0.042,0,NA,NA,NA,"3",NA,"f","N",0
"1259",25,4,"8",14,8,NA,"B1",468,1.49,1,0.186,0,NA,NA,NA,"8",NA,"f","B",1
"1260",25,4,"8",14,8,NA,"B1",468,3.08,1,-0.025,1,0,NA,NA,"8",NA,"f","B",1
"1261",25,4,"10",14,10,NA,"B2",414,1.66,1,0.085,0,NA,NA,NA,"10",NA,"f","B",1
"1262",25,4,"10",14,10,NA,"B2",414,3.35,1,0.037,1,1,31,1.02,"10","f","f","B",1
"1263",25,4,"13",18,1,NA,"N1",368,1.73,1,0.017,NA,NA,NA,NA,"1",NA,"m","N",0
"1264",25,4,"13",18,1,NA,"N1",368,1.53,1,0.034,NA,NA,NA,NA,"1",NA,"m","N",0
"1265",25,4,"14",18,2,NA,"N1",471,2.27,1,0.042,0,NA,NA,NA,"2",NA,"f","N",0
"1266",25,4,"14",18,2,NA,"N1",471,1.32,1,0.093,NA,NA,NA,NA,"2",NA,"m","N",0
"1267",25,4,"15",18,3,NA,"N1",368,1.97,1,0.059,0,NA,NA,NA,"3",NA,"f","N",0
"1268",25,4,"15",18,3,NA,"N1",368,3.15,0,NA,0,NA,NA,NA,"3",NA,"f","N",0
"1269",25,4,"17",18,5,NA,"N2",356,2.54,1,0.034,1,1,3,1.12,"5","m","f","N",0
"1270",25,4,"17",18,5,NA,"N2",356,1.02,0,NA,0,NA,NA,NA,"5",NA,"f","N",0
"1271",25,4,"18",18,6,NA,"N2",502,1.29,1,0.093,0,NA,NA,NA,"6",NA,"f","N",0
"1272",25,4,"18",18,6,NA,"N2",502,3.45,1,0,0,NA,NA,NA,"6",NA,"f","N",0
"1273",25,4,"19",18,7,NA,"B1",488,0.92,1,0.102,0,NA,NA,NA,"7",NA,"f","B",1
"1274",25,4,"19",18,7,NA,"B1",488,2.47,1,0.008,0,NA,NA,NA,"7",NA,"f","B",1
"1275",25,4,"20",18,8,NA,"B1",540,2.03,1,0,0,NA,NA,NA,"8",NA,"f","B",1
"1276",25,4,"20",18,8,NA,"B1",540,2.44,0,NA,0,NA,NA,NA,"8",NA,"f","B",1
"1277",25,4,"23",18,11,NA,"B2",562,2.17,1,0.119,0,NA,NA,NA,"11",NA,"f","B",1
"1278",25,4,"23",18,11,NA,"B2",562,3.32,1,0.017,0,NA,NA,NA,"11",NA,"f","B",1
"1279",25,4,"24",18,12,NA,"B2",573,1.53,1,0.178,0,NA,NA,NA,"12",NA,"f","B",1
"1280",25,4,"24",18,12,NA,"B2",573,2.31,1,0.093,0,NA,NA,NA,"12",NA,"f","B",1
"1281",25,4,"28",18,1,10,"B2",510,2,1,0.059,0,NA,NA,NA,"10",NA,"f","B",1
"1282",25,4,"28",18,1,10,"B2",510,3.7,0,NA,1,1,2,1.19,"10","f","f","B",1
"1283",25,4,"32",18,3,5,"N1",465,1.19,1,0.034,NA,NA,NA,NA,"3",NA,"m","N",0
"1284",25,4,"32",18,3,5,"N1",465,2.34,1,-0.008,0,NA,NA,NA,"3",NA,"f","N",0
"1285",25,4,"33",18,3,8,"N1",508,1.83,1,0.059,0,NA,NA,NA,"3",NA,"f","N",0
"1286",25,4,"33",18,3,8,NA,508,3.32,1,0,0,NA,NA,NA,NA,NA,"f",NA,NA
"1287",25,4,"37",18,4,10,NA,679,1.02,1,0.025,0,NA,NA,NA,NA,NA,"f",NA,NA
"1288",25,4,"37",18,4,10,NA,679,2.61,1,0.059,0,NA,NA,NA,NA,NA,"f",NA,NA
"1289",25,4,"40",18,6,8,"B1",451,1.39,1,0.153,0,NA,NA,NA,"8",NA,"f","B",1
"1290",25,4,"40",18,6,8,"N2",451,2.37,1,0.034,0,NA,NA,NA,"6",NA,"f","N",0
"1291",25,4,"43",18,7,10,"B2",586,1.42,1,0.161,0,NA,NA,NA,"10",NA,"f","B",1
"1292",25,4,"43",18,7,10,"B1",586,3.19,1,-0.017,0,NA,NA,NA,"7",NA,"f","B",1
"1293",25,4,"47",22,1,NA,"N1",265,1.69,1,0.11,0,NA,NA,NA,"1",NA,"f","N",0
"1294",25,4,"47",22,1,NA,"N1",265,2.07,1,0.076,0,NA,NA,NA,"1",NA,"f","N",0
"1295",25,4,"48",22,2,NA,"N1",355,2.37,1,0.025,0,NA,NA,NA,"2",NA,"f","N",0
"1296",25,4,"48",22,2,NA,"N1",355,1.53,0,NA,0,NA,NA,NA,"2",NA,"f","N",0
"1297",25,4,"49",22,3,NA,"N1",312,1.32,1,0.085,NA,NA,NA,NA,"3",NA,"m","N",0
"1298",25,4,"49",22,3,NA,"N1",312,2.41,1,0.051,0,NA,NA,NA,"3",NA,"f","N",0
"1299",25,4,"50",22,4,NA,"N2",454,1.22,1,0.059,NA,NA,NA,NA,"4",NA,"m","N",0
"1300",25,4,"50",22,4,NA,"N2",454,2.17,1,0.076,0,NA,NA,NA,"4",NA,"f","N",0
"1301",25,4,"54",22,8,NA,"B1",399,1.42,1,0.017,NA,NA,NA,NA,"8",NA,"m","B",1
"1302",25,4,"54",22,8,NA,"B1",399,2.24,1,0.034,0,NA,NA,NA,"8",NA,"f","B",1
"1303",25,4,"56",22,10,NA,"B2",436,1.59,1,0.093,0,NA,NA,NA,"10",NA,"f","B",1
"1304",25,4,"56",22,10,NA,"B2",436,2.41,1,0.042,0,NA,NA,NA,"10",NA,"f","B",1
"1305",25,4,"57",22,11,NA,"B2",237,1.97,1,0.153,0,NA,NA,NA,"11",NA,"f","B",1
"1306",25,4,"57",22,11,NA,"B2",237,2.95,1,0.017,0,1,6,1.08,"11","f","f","B",1
"1307",25,4,"58",22,12,NA,"B2",388,1.32,1,0.161,0,NA,NA,NA,"12",NA,"f","B",1
"1308",25,4,"58",22,12,NA,"B2",388,2.27,1,0.085,0,NA,NA,NA,"12",NA,"f","B",1
"1309",25,4,"60",22,1,5,NA,362,1.66,1,0.025,NA,NA,NA,NA,NA,NA,"m","N",0
"1310",25,4,"60",22,1,5,"N2",362,2.27,1,0.068,0,NA,NA,NA,"5",NA,"f","N",0
"1311",25,4,"61",22,1,8,"N1",398,1.29,1,0.068,NA,NA,NA,NA,"1",NA,"f","N",0
"1312",25,4,"61",22,1,8,"N1",398,2.31,1,0.017,0,NA,NA,NA,"1",NA,"f","N",0
"1313",25,4,"63",22,2,4,"N1",313,1.32,1,0.068,NA,NA,NA,NA,"2",NA,"m","N",0
"1314",25,4,"63",22,2,4,"N1",313,2.37,1,0.017,0,NA,NA,NA,"2",NA,"f","N",0
"1315",25,4,"65",22,2,10,"B2",388,1.69,1,0.127,0,NA,NA,NA,"10",NA,"f","B",1
"1316",25,4,"65",22,2,10,"B2",388,2.37,1,0.059,0,NA,NA,NA,"10",NA,"f","B",1
"1317",25,4,"67",22,3,9,"N1",436,1.36,1,0.127,0,NA,NA,NA,"3",NA,"f","N",0
"1318",25,4,"67",22,3,9,"B1",436,2.27,1,0.042,0,NA,NA,NA,"9",NA,"f","B",1
"1319",25,4,"68",22,3,12,"B2",396,1.63,1,0.144,0,NA,NA,NA,"12",NA,"f","B",1
"1320",25,4,"68",22,3,12,NA,396,3.4,1,0.025,0,NA,NA,NA,NA,NA,"f",NA,NA
"1321",25,4,"70",22,4,8,"N2",588,1.29,1,0.093,NA,NA,NA,NA,"4",NA,"m","N",0
"1322",25,4,"70",22,4,8,"B1",588,2.2,1,0.017,0,NA,NA,NA,"8",NA,"f","B",1
"1323",25,4,"71",22,4,11,"B2",415,1.46,1,0.076,0,NA,NA,NA,"11",NA,"f","B",1
"1324",25,4,"71",22,4,11,"B2",415,3.29,1,0.017,0,NA,NA,NA,"11",NA,"f","B",1
"1325",25,4,"74",22,6,9,"N2",444,2.07,1,0.042,0,NA,NA,NA,"6",NA,"f","N",0
"1326",25,4,"74",22,6,9,"N2",444,2.47,1,0.042,1,1,3,1.08,"6","f","f","N",0
"1327",25,4,"75",22,6,12,"B2",455,1.53,1,0.051,NA,NA,NA,NA,"12",NA,"m","B",1
"1328",25,4,"75",22,6,12,"B2",455,2.51,1,0.042,0,NA,NA,NA,"12",NA,"f","B",1
"1329",25,4,"76",22,7,9,"B1",448,1.46,1,0.203,0,NA,NA,NA,NA,NA,"f","B",1
"1330",25,4,"76",22,7,9,"B1",448,2.34,1,0.076,0,NA,NA,NA,NA,NA,"f","B",1
"1331",25,4,"78",22,8,10,"B1",309,2.03,1,0.034,0,NA,NA,NA,"8",NA,"f","B",1
"1332",25,4,"78",22,8,10,"B2",309,2.51,1,0,0,NA,NA,NA,"10",NA,"f","B",1
"1333",25,4,"84",26,4,NA,"N2",327,2,1,0.059,0,NA,NA,NA,"4",NA,"f","N",0
"1334",25,4,"84",26,4,NA,"N2",327,1.97,1,0.068,0,NA,NA,NA,"4",NA,"f","N",0
"1335",25,4,"87",26,7,NA,"B1",262,1.69,1,0.11,0,NA,NA,NA,"7",NA,"f","B",1
"1336",25,4,"87",26,7,NA,"B1",262,2.17,1,0.042,1,0,NA,NA,"7",NA,"f","B",1
"1337",25,4,"89",26,9,NA,"B1",281,1.63,1,0.144,0,NA,NA,NA,"9",NA,"f","B",1
"1338",25,4,"89",26,9,NA,"B1",281,2.07,1,0.025,1,1,2,1.19,"9","f","f","B",1
"1339",25,4,"91",26,11,NA,"B2",265,2.54,1,0.042,1,1,7,1.36,"11","f","f","B",1
"1340",25,4,"91",26,11,NA,"B2",265,2.31,1,0.059,1,1,4,0.85,"11","f","f","B",1
"1341",25,4,"93",26,1,6,"N2",285,2.24,1,0.017,0,NA,NA,NA,"6",NA,"f","N",0
"1342",25,4,"93",26,1,6,"N2",285,1.76,1,0.102,0,NA,NA,NA,"6",NA,"f","N",0
"1343",25,4,"94",26,1,9,"B1",457,0.85,1,0.195,0,NA,NA,NA,"9",NA,"f","B",1
"1344",25,4,"94",26,1,9,"B1",457,2.07,1,0.059,0,NA,NA,NA,"9",NA,"f","B",1
"1345",25,4,"95",26,1,12,"B2",505,1.59,1,0.203,0,NA,NA,NA,"12",NA,"f","B",1
"1346",25,4,"95",26,1,12,"B2",505,1.83,1,0.161,0,NA,NA,NA,"12",NA,"f","B",1
"1347",25,4,"97",26,2,5,"N1",196,1.63,1,0.136,0,NA,NA,NA,"2",NA,"f","N",0
"1348",25,4,"97",26,2,5,"N1",196,2.37,1,0.025,1,1,2,0.98,"2","f","f","N",0
"1349",25,4,"98",26,2,8,NA,422,2.37,1,0.034,0,NA,NA,NA,NA,NA,"f",NA,NA
"1350",25,4,"98",26,2,8,"N1",422,1.29,1,0.127,0,NA,NA,NA,"2",NA,"f","N",0
"1351",25,4,"100",26,3,4,"N2",393,1.46,1,0.144,0,NA,NA,NA,"4",NA,"f","N",0
"1352",25,4,"100",26,3,4,"N2",393,2.14,1,0.059,0,NA,NA,NA,"4",NA,"f","N",0
"1353",25,4,"102",26,3,10,"B2",356,1.56,1,0.153,0,NA,NA,NA,"10",NA,"f","B",1
"1354",25,4,"102",26,3,10,"B2",356,1.59,1,0.008,NA,NA,NA,NA,"10",NA,"m","B",1
"1355",25,4,"103",26,4,9,"B1",353,1.9,1,0.034,0,NA,NA,NA,"9",NA,"f","B",1
"1356",25,4,"103",26,4,9,"B1",353,2.24,1,0,1,1,1,0.78,"9","f","f","B",1
"1357",25,4,"105",26,5,6,"N2",235,1.56,1,0.051,0,NA,NA,NA,"5",NA,"f","N",0
"1358",25,4,"105",26,5,6,"N2",235,2.27,1,0.034,0,NA,NA,NA,"6",NA,"f","N",0
"1359",25,4,"107",26,5,11,"B2",311,2.24,1,0.093,1,1,2,1.02,"11","f","f","B",1
"1360",25,4,"107",26,5,11,NA,311,1.46,1,0.11,0,NA,NA,NA,NA,NA,"f",NA,NA
"1361",25,4,"109",26,6,10,"B2",276,1.8,1,0.127,0,NA,NA,NA,"10",NA,"f","B",1
"1362",25,4,"109",26,6,10,"B2",276,2.41,1,0.017,0,NA,NA,NA,"10",NA,"f","B",1
"1363",25,4,"111",26,8,9,"B1",362,2.24,1,0.017,0,NA,NA,NA,"9",NA,"f","B",1
"1364",25,4,"111",26,8,9,"B1",362,1.63,1,0.136,0,NA,NA,NA,"9",NA,"f","B",1
"1365",25,4,"112",26,8,11,"B1",268,2.17,1,0.017,1,0,NA,NA,"8",NA,"f","B",1
"1366",25,4,"112",26,8,11,NA,268,1.46,0,NA,NA,NA,NA,NA,NA,NA,"m","B",1
"1367",25,4,"114",26,11,12,"B2",273,1.8,1,0.136,0,NA,NA,NA,"12",NA,"f","B",1
"1368",25,4,"114",26,11,12,"B2",273,2.37,1,0.068,0,NA,NA,NA,"12",NA,"f","B",1
"1369",28,3,"2",14,2,NA,"N1",301,1.69,1,0.102,0,NA,NA,NA,"2",NA,"f","N",0
"1370",28,3,"2",14,2,NA,"N1",301,2.07,1,0.09,0,NA,NA,NA,"2",NA,"f","N",0
"1371",28,3,"4",14,4,NA,"N2",323,1.42,1,0.079,0,NA,NA,NA,"4",NA,"f","N",0
"1372",28,3,"4",14,4,NA,"N2",323,1.32,1,0.113,0,NA,NA,NA,"4",NA,"f","N",0
"1373",28,3,"5",14,5,NA,"N2",239,1.93,1,0.158,0,NA,NA,NA,"5",NA,"f","N",0
"1374",28,3,"5",14,5,NA,"N2",239,3.32,1,-0.034,1,0,NA,NA,"5",NA,"f","N",0
"1375",28,3,"6",14,6,NA,"N2",424,0.95,1,0.068,0,NA,NA,NA,"6",NA,"f","N",0
"1376",28,3,"6",14,6,NA,"N2",424,1.86,1,-0.011,0,NA,NA,NA,"6",NA,"f","N",0
"1377",28,3,"7",14,7,NA,"B1",386,0.88,1,0.079,0,NA,NA,NA,"7",NA,"f","B",1
"1378",28,3,"7",14,7,NA,"B1",386,2.24,1,0.079,0,NA,NA,NA,"7",NA,"f","B",1
"1379",28,3,"9",14,9,NA,"B1",253,1.8,1,0.147,0,NA,NA,NA,"9",NA,"f","B",1
"1380",28,3,"9",14,9,NA,"B1",253,1.05,1,0.09,0,NA,NA,NA,"9",NA,"f","B",1
"1381",28,3,"11",14,11,NA,"B2",358,1.86,1,0.136,0,NA,NA,NA,"11",NA,"f","B",1
"1382",28,3,"11",14,11,NA,"B2",358,3.32,1,0.043,1,0,NA,NA,"11",NA,"f","B",1
"1383",28,3,"12",14,12,NA,"B2",437,1.9,1,0.124,0,NA,NA,NA,"12",NA,"f","B",1
"1384",28,3,"12",14,12,NA,"B2",437,3.25,1,0.045,0,NA,NA,NA,"12",NA,"f","B",1
"1385",28,3,"16",18,4,NA,"N2",432,1.69,1,0.045,0,NA,NA,NA,"4",NA,"f","N",0
"1386",28,3,"16",18,4,NA,"N2",432,3.08,0,NA,0,NA,NA,NA,"4",NA,"f","N",0
"1387",28,3,"21",18,9,NA,"B1",371,2.41,1,-0.023,0,NA,NA,NA,"9",NA,"f","B",1
"1388",28,3,"21",18,9,NA,"B1",371,1.53,1,0.045,0,NA,NA,NA,"9",NA,"f","B",1
"1389",28,3,"22",18,10,NA,"B2",617,1.73,1,0.034,0,NA,NA,NA,"10",NA,"f","B",1
"1390",28,3,"22",18,10,NA,"B2",617,1.53,1,0.056,0,NA,NA,NA,"10",NA,"f","B",1
"1391",28,3,"25",18,1,2,"N1",314,1.66,0,NA,NA,NA,NA,NA,NA,NA,"m","N",0
"1392",28,3,"25",18,1,2,"N1",314,2.34,1,0.056,0,NA,NA,NA,"1",NA,"f","N",0
"1393",28,3,"26",18,1,4,"N2",436,1.63,1,0.079,0,NA,NA,NA,"4",NA,"f","N",0
"1394",28,3,"26",18,1,4,"N2",436,2.51,1,0,0,NA,NA,NA,"4",NA,"f","N",0
"1395",28,3,"27",18,1,7,"B1",363,1.53,1,0.102,0,NA,NA,NA,"7",NA,"f","B",1
"1396",28,3,"27",18,1,7,"B1",363,1.8,1,0.079,0,NA,NA,NA,"7",NA,"f","B",1
"1397",28,3,"29",18,2,6,"N1",369,1.8,1,0.068,0,NA,NA,NA,"2",NA,"f","N",0
"1398",28,3,"29",18,2,6,"N1",369,3.35,1,0,0,NA,NA,NA,"2",NA,"f","N",0
"1399",28,3,"30",18,2,9,NA,488,1.05,1,0,NA,NA,NA,NA,NA,NA,"m",NA,NA
"1400",28,3,"30",18,2,9,NA,488,1.69,1,0.079,0,NA,NA,NA,NA,NA,"f",NA,NA
"1401",28,3,"31",18,2,12,"N1",571,2,1,-0.011,0,NA,NA,NA,"2",NA,"f","N",0
"1402",28,3,"31",18,2,12,"B2",571,1.29,1,0.102,0,NA,NA,NA,"12",NA,"f","B",1
"1403",28,3,"34",18,3,11,"N1",560,1.46,1,0.068,NA,NA,NA,NA,"3",NA,"m","N",0
"1404",28,3,"34",18,3,11,NA,560,3.29,1,NA,0,NA,NA,NA,NA,NA,"f",NA,NA
"1405",28,3,"35",18,4,5,"N2",397,1.56,1,0.113,0,NA,NA,NA,"4",NA,"f","N",0
"1406",28,3,"35",18,4,5,"N2",397,2.34,1,0.056,0,NA,NA,NA,"4",NA,"f","N",0
"1407",28,3,"36",18,4,7,"B1",543,2.34,1,0.056,0,NA,NA,NA,"7",NA,"f","B",1
"1408",28,3,"36",18,4,7,NA,543,1.39,0,NA,NA,NA,NA,NA,NA,NA,"m",NA,NA
"1409",28,3,"38",18,5,9,"B1",463,1.97,1,0.068,0,NA,NA,NA,"9",NA,"f","B",1
"1410",28,3,"38",18,5,9,"B1",463,1.86,1,0.056,0,NA,NA,NA,"9",NA,"f","B",1
"1411",28,3,"39",18,5,12,"B2",482,1.22,1,0.09,0,NA,NA,NA,"12",NA,"f","B",1
"1412",28,3,"39",18,5,12,"B2",482,2.31,1,0.011,0,NA,NA,NA,"12",NA,"f","B",1
"1413",28,3,"41",18,6,11,"N2",614,1.05,1,0.158,0,NA,NA,NA,"6",NA,"f","N",0
"1414",28,3,"41",18,6,11,"B2",614,2.27,1,0.023,0,NA,NA,NA,"11",NA,"f","B",1
"1415",28,3,"42",18,7,8,"B1",547,1.9,1,0,0,NA,NA,NA,NA,NA,"f","B",1
"1416",28,3,"42",18,7,8,"B1",547,1.15,1,0.113,0,NA,NA,NA,"8",NA,"f","B",1
"1417",28,3,"44",18,8,12,"B2",439,1.29,1,0.079,0,NA,NA,NA,"12",NA,"f","B",1
"1418",28,3,"44",18,8,12,"B2",439,2.34,1,0.034,0,NA,NA,NA,"12",NA,"f","B",1
"1419",28,3,"45",18,9,11,"B2",500,2.34,1,0.011,0,NA,NA,NA,"11",NA,"f","B",1
"1420",28,3,"45",18,9,11,"B2",500,1.56,1,0.056,0,NA,NA,NA,"11",NA,"f","B",1
"1421",28,3,"46",18,10,11,"B2",663,1.39,1,0.09,0,NA,NA,NA,"11",NA,"f","B",1
"1422",28,3,"46",18,10,11,"B2",663,2.24,1,0.102,0,NA,NA,NA,"10",NA,"f","B",1
"1423",28,3,"51",22,5,NA,"N2",331,2.95,1,0,0,NA,NA,NA,"5",NA,"f","N",0
"1424",28,3,"51",22,5,NA,"N2",331,1.42,1,0.068,0,NA,NA,NA,"5",NA,"f","N",0
"1425",28,3,"52",22,6,NA,"N2",336,2.1,1,0,0,NA,NA,NA,"6",NA,"f","N",0
"1426",28,3,"52",22,6,NA,"N2",336,2.03,1,0.079,0,NA,NA,NA,"6",NA,"f","N",0
"1427",28,3,"53",22,7,NA,"B1",476,1.93,1,0.011,0,NA,NA,NA,"7",NA,"f","B",1
"1428",28,3,"53",22,7,NA,"B1",476,2.14,1,0.068,0,NA,NA,NA,"7",NA,"f","B",1
"1429",28,3,"55",22,9,NA,"B1",415,1.76,1,0,0,NA,NA,NA,"9",NA,"f","B",1
"1430",28,3,"55",22,9,NA,"B1",415,1.86,1,0.023,0,NA,NA,NA,"9",NA,"f","B",1
"1431",28,3,"59",22,1,3,"N1",384,0.98,1,0.068,NA,NA,NA,NA,"3",NA,"m","N",0
"1432",28,3,"59",22,1,3,"N1",384,2.2,0,NA,0,NA,NA,NA,NA,NA,"f","N",0
"1433",28,3,"62",22,1,11,NA,357,2.1,1,0.102,0,NA,NA,NA,NA,NA,"f",NA,NA
"1434",28,3,"62",22,1,11,NA,357,2.14,1,0.034,0,NA,NA,NA,NA,NA,"f",NA,NA
"1435",28,3,"64",22,2,7,"N1",320,2.1,1,0.045,0,NA,NA,NA,"2",NA,"f","N",0
"1436",28,3,"64",22,2,7,"N1",320,2.27,1,0.023,0,NA,NA,NA,"2",NA,"f","N",0
"1437",28,3,"66",22,3,6,"N1",341,2.1,1,0.011,0,NA,NA,NA,"3",NA,"f","N",0
"1438",28,3,"66",22,3,6,"N1",341,2.2,1,0.056,0,NA,NA,NA,"3",NA,"f","N",0
"1439",28,3,"69",22,4,6,"N2",393,2.14,1,0,0,NA,NA,NA,"6",NA,"f","N",0
"1440",28,3,"69",22,4,6,"N2",393,2.41,1,-0.023,0,NA,NA,NA,"4",NA,"f","N",0
"1441",28,3,"72",22,5,7,"N2",295,2.17,1,0.011,0,NA,NA,NA,"5",NA,"f","N",0
"1442",28,3,"72",22,5,7,"B1",295,1.66,1,-0.007,0,NA,NA,NA,"7",NA,"f","B",1
"1443",28,3,"73",22,5,10,"B2",386,1.59,1,0.09,0,NA,NA,NA,"10",NA,"f","B",1
"1444",28,3,"73",22,5,10,"B2",386,1.8,1,0.102,0,NA,NA,NA,"10",NA,"f","B",1
"1445",28,3,"77",22,7,11,"B1",452,2.1,1,0.068,0,NA,NA,NA,"7",NA,"f","B",1
"1446",28,3,"77",22,7,11,"B1",452,1.56,1,0.147,0,NA,NA,NA,"7",NA,"f","B",1
"1447",28,3,"79",22,9,12,"B2",448,2.51,1,0.034,0,NA,NA,NA,"12",NA,"f","B",1
"1448",28,3,"79",22,9,12,"B2",448,1.93,1,0.045,0,NA,NA,NA,"12",NA,"f","B",1
"1449",28,3,"80",22,10,12,"B2",489,2.1,1,0,0,NA,NA,NA,"10",NA,"f","B",1
"1450",28,3,"80",22,10,12,"B2",489,1.86,1,0.068,0,NA,NA,NA,"10",NA,"f","B",1
"1451",28,3,"81",26,1,NA,"N1",153,2.37,1,0.045,0,NA,NA,NA,"1",NA,"f","N",0
"1452",28,3,"81",26,1,NA,"N1",153,2.34,1,0.068,0,NA,NA,NA,"1",NA,"f","N",0
"1453",28,3,"82",26,2,NA,"N1",243,2.37,1,0,0,NA,NA,NA,"2",NA,"f","N",0
"1454",28,3,"82",26,2,NA,"N1",243,1.42,1,0.023,NA,NA,NA,NA,"2",NA,"m","N",0
"1455",28,3,"83",26,3,NA,"N1",258,1.32,1,0.124,0,NA,NA,NA,"3",NA,"f","N",0
"1456",28,3,"83",26,3,NA,"N1",258,3.02,1,0,0,NA,NA,NA,"3",NA,"f","N",0
"1457",28,3,"85",26,5,NA,"N2",192,1.46,1,0.079,0,NA,NA,NA,"5",NA,"f","N",0
"1458",28,3,"85",26,5,NA,"N2",192,2.24,1,0.034,0,NA,NA,NA,"5",NA,"f","N",0
"1459",28,3,"86",26,6,NA,"N2",258,2.44,1,0.011,0,NA,NA,NA,"6",NA,"f","N",0
"1460",28,3,"86",26,6,NA,"N2",258,1.73,1,0.102,0,NA,NA,NA,"6",NA,"f","N",0
"1461",28,3,"88",26,8,NA,"B1",318,2.2,1,-0.023,1,1,1,1.15,"8","f","f","B",1
"1462",28,3,"88",26,8,NA,"B1",318,1.32,1,0,0,NA,NA,NA,"8",NA,"f","B",1
"1463",28,3,"90",26,10,NA,"B2",285,1.59,1,0.079,0,NA,NA,NA,"10",NA,"f","B",1
"1464",28,3,"90",26,10,NA,"B2",285,2.1,1,-0.023,0,NA,NA,NA,"10",NA,"f","B",1
"1465",28,3,"92",26,12,NA,"B2",404,2.1,1,0,0,NA,NA,NA,"12",NA,"f","B",1
"1466",28,3,"92",26,12,NA,"B2",404,1.9,1,0.068,0,NA,NA,NA,"12",NA,"f","B",1
"1467",28,3,"96",26,2,3,"N1",220,2.17,1,0.147,0,NA,NA,NA,"2",NA,"f","N",0
"1468",28,3,"96",26,2,3,"N1",220,1.29,1,0.079,0,NA,NA,NA,"3",NA,"f","N",0
"1469",28,3,"99",26,2,11,"N1",212,1.46,1,0.034,0,NA,NA,NA,"2",NA,"f","N",0
"1470",28,3,"99",26,2,11,NA,212,2.78,0,NA,0,NA,NA,NA,NA,NA,"f",NA,NA
"1471",28,3,"101",26,3,7,"B1",312,1.49,1,0.192,0,NA,NA,NA,"7",NA,"f","B",1
"1472",28,3,"101",26,3,7,"B1",312,1.83,1,0.113,0,NA,NA,NA,"7",NA,"f","B",1
"1473",28,3,"104",26,4,12,"B2",376,1.53,1,0.158,0,NA,NA,NA,"12",NA,"f","B",1
"1474",28,3,"104",26,4,12,"B2",376,2.47,1,0.023,0,NA,NA,NA,"12",NA,"f","B",1
"1475",28,3,"106",26,5,8,"B1",333,2.14,1,0.023,1,1,2,1.05,"8","f","f","B",1
"1476",28,3,"106",26,5,8,"B1",333,1.53,1,0.136,0,NA,NA,NA,"8",NA,"f","B",1
"1477",28,3,"108",26,6,7,"B1",302,2.17,1,0.09,1,1,2,1.22,"7","f","f","B",1
"1478",28,3,"108",26,6,7,"B1",302,1.83,1,0.034,0,NA,NA,NA,"7",NA,"f","B",1
"1479",28,3,"110",26,7,12,NA,269,2.03,0,NA,0,NA,NA,NA,NA,NA,"f","B",1
"1480",28,3,"110",26,7,12,"B2",269,2.31,1,0.09,0,NA,NA,NA,"12",NA,"f","B",1
"1481",28,3,"113",26,9,10,"B2",251,1.9,1,0.124,0,NA,NA,NA,"10",NA,"f","B",1
"1482",28,3,"113",26,9,10,"B2",251,1.9,1,0.045,0,NA,NA,NA,"10",NA,"f","B",1
"1483",29,3,"1",14,1,NA,"N1",253,1.69,1,0.045,NA,NA,NA,NA,"1",NA,"m","N",0
"1484",29,3,"1",14,1,NA,"N1",253,2,1,0.09,0,NA,NA,NA,"1",NA,"f","N",0
"1485",29,3,"3",14,3,NA,"N1",345,1.46,1,0.124,0,NA,NA,NA,"3",NA,"f","N",0
"1486",29,3,"3",14,3,NA,"N1",345,2.27,1,0,0,NA,NA,NA,"3",NA,"f","N",0
"1487",29,3,"8",14,8,NA,"B1",539,1.49,0,NA,0,NA,NA,NA,"8",NA,"f","B",1
"1488",29,3,"8",14,8,NA,"B1",539,3.32,1,0,1,0,NA,NA,"8",NA,"f","B",1
"1489",29,3,"10",14,10,NA,"B2",574,2.37,1,0.09,0,1,12,1.19,"10","f","f","B",1
"1490",29,3,"10",14,10,NA,"B2",574,1.39,1,0.09,0,NA,NA,NA,"10",NA,"f","B",1
"1491",29,3,"13",18,1,NA,"N1",342,2.17,1,0.045,0,NA,NA,NA,"1",NA,"f","N",0
"1492",29,3,"13",18,1,NA,"N1",342,1.42,1,0.192,0,NA,NA,NA,"1",NA,"f","N",0
"1493",29,3,"14",18,2,NA,"N1",376,1.32,1,0.09,0,NA,NA,NA,"2",NA,"f","N",0
"1494",29,3,"14",18,2,NA,"N1",376,3.15,1,0.034,0,NA,NA,NA,"2",NA,"f","N",0
"1495",29,3,"15",18,3,NA,"N1",260,2.31,1,0.023,0,NA,NA,NA,"3",NA,"f","N",0
"1496",29,3,"15",18,3,NA,"N1",260,1.36,1,0.056,NA,NA,NA,NA,"3",NA,"m","N",0
"1497",29,3,"17",18,5,NA,"N2",326,1.69,1,0.079,0,NA,NA,NA,"5",NA,"f","N",0
